Name,URL,Description,Process,Variety,all_combined,exlc_name_combined
Colombia EA Café Quindio Decaf,https://www.sweetmarias.com/colombia-ea-cafe-quindio-decaf-6728.html,"Simple brown sugar sweetness, sucanat, a dried apple note, carob-type 'chocolate' flavors, structuring acidity (!) and some minerality in the finish. City+ to Full City+. Good for espresso.",Wet then SWP Decaffeinated,"Caturra, Typica","Colombia EA Café Quindio Decaf, Simple brown sugar sweetness, sucanat, a dried apple note, carob-type 'chocolate' flavors, structuring acidity (!) and some minerality in the finish. City+ to Full City+. Good for espresso., Wet then SWP Decaffeinated, Caturra, Typica","Simple brown sugar sweetness, sucanat, a dried apple note, carob-type 'chocolate' flavors, structuring acidity (!) and some minerality in the finish. City+ to Full City+. Good for espresso., Wet then SWP Decaffeinated, Caturra, Typica"
Colombia Organic Kachalú WP Decaf,https://www.sweetmarias.com/colombia-organic-kachalu-wp-decaf-6869.html,"Brews up a cup profile with bitter roast offset by caramelized sweetness, notes of dark cocoa, brown sugar, chocolate wafer cookie, and a malty layer, with hints of bread dough. City+ to Full City+. Good for espresso.",Water Decaffeinated,Modern Hybrids,"Colombia Organic Kachalú WP Decaf, Brews up a cup profile with bitter roast offset by caramelized sweetness, notes of dark cocoa, brown sugar, chocolate wafer cookie, and a malty layer, with hints of bread dough. City+ to Full City+. Good for espresso., Water Decaffeinated, Modern Hybrids","Brews up a cup profile with bitter roast offset by caramelized sweetness, notes of dark cocoa, brown sugar, chocolate wafer cookie, and a malty layer, with hints of bread dough. City+ to Full City+. Good for espresso., Water Decaffeinated, Modern Hybrids"
Costa Rica Don Oscar SWP Decaf,https://www.sweetmarias.com/costa-rica-don-oscar-swp-decaf-6543.html,"Chocolate malted grain, popcorn, puffed wheat, caramel, honey wheat bread, rice crispy treats, soft but present acidity when roasted light. City to Full City. Good decaf espresso.",Wet then SWP Decaffeinated,Caturra,"Costa Rica Don Oscar SWP Decaf, Chocolate malted grain, popcorn, puffed wheat, caramel, honey wheat bread, rice crispy treats, soft but present acidity when roasted light. City to Full City. Good decaf espresso., Wet then SWP Decaffeinated, Caturra","Chocolate malted grain, popcorn, puffed wheat, caramel, honey wheat bread, rice crispy treats, soft but present acidity when roasted light. City to Full City. Good decaf espresso., Wet then SWP Decaffeinated, Caturra"
Ethiopia FTO Oromia WP Decaf,https://www.sweetmarias.com/ethiopia-fto-oromia-wp-decaf-6868.html,"Top-tier decaf that shows its origin characteristics. The cup boasts fruited aroma, maple sweetness, notes of canned peach and nectarine, and rounded mouthfeel. City to City+.",Water Decaffeinated,Heirloom,"Ethiopia FTO Oromia WP Decaf, Top-tier decaf that shows its origin characteristics. The cup boasts fruited aroma, maple sweetness, notes of canned peach and nectarine, and rounded mouthfeel. City to City+., Water Decaffeinated, Heirloom","Top-tier decaf that shows its origin characteristics. The cup boasts fruited aroma, maple sweetness, notes of canned peach and nectarine, and rounded mouthfeel. City to City+., Water Decaffeinated, Heirloom"
Ethiopia Miirabawi Buna SWP Decaf,https://www.sweetmarias.com/ethiopia-miirabawi-buna-swp-decaf-6703.html,"Origin becomes easier to pinpoint as the coffee cools, convincing chocolate roast tones backed by a fruited sweetness, complex hints of berry, bell pepper, dried peach, caramel popcorn and sandalwood. City+ to Full City+. Good for espresso.",Water Decaffeinated,Heirloom,"Ethiopia Miirabawi Buna SWP Decaf, Origin becomes easier to pinpoint as the coffee cools, convincing chocolate roast tones backed by a fruited sweetness, complex hints of berry, bell pepper, dried peach, caramel popcorn and sandalwood. City+ to Full City+. Good for espresso., Water Decaffeinated, Heirloom","Origin becomes easier to pinpoint as the coffee cools, convincing chocolate roast tones backed by a fruited sweetness, complex hints of berry, bell pepper, dried peach, caramel popcorn and sandalwood. City+ to Full City+. Good for espresso., Water Decaffeinated, Heirloom"
Ethiopia Tebe Taye SWP Decaf,https://www.sweetmarias.com/ethiopia-tebe-taye-swp-decaf-6809.html,"In a sea of decaf sameness, Tebe Taye offers a refreshing bit of difference. Look for rustic dried fruit, berry tones, a sappy pine note, bubble gum and dark pumpernickel bread. City to Full City. Good for espresso.",Water Decaffeinated,Heirloom,"Ethiopia Tebe Taye SWP Decaf, In a sea of decaf sameness, Tebe Taye offers a refreshing bit of difference. Look for rustic dried fruit, berry tones, a sappy pine note, bubble gum and dark pumpernickel bread. City to Full City. Good for espresso., Water Decaffeinated, Heirloom","In a sea of decaf sameness, Tebe Taye offers a refreshing bit of difference. Look for rustic dried fruit, berry tones, a sappy pine note, bubble gum and dark pumpernickel bread. City to Full City. Good for espresso., Water Decaffeinated, Heirloom"
Guatemala Hunapu Small Producers SWP Decaf,https://www.sweetmarias.com/guatemala-hunapu-small-producers-swp-decaf-6544.html,"City+ is a good starting point, flavors are bittersweet with a savory hint, ""Malta"" (malted soda from barley hop), bittering cocoa, bread dough, soft acidity. City+ to Full City. Good for espresso.",Wet then SWP Decaffeinated,"Caturra, Bourbon, Typica, Modern Hybrids","Guatemala Hunapu Small Producers SWP Decaf, City+ is a good starting point, flavors are bittersweet with a savory hint, ""Malta"" (malted soda from barley hop), bittering cocoa, bread dough, soft acidity. City+ to Full City. Good for espresso., Wet then SWP Decaffeinated, Caturra, Bourbon, Typica, Modern Hybrids","City+ is a good starting point, flavors are bittersweet with a savory hint, ""Malta"" (malted soda from barley hop), bittering cocoa, bread dough, soft acidity. City+ to Full City. Good for espresso., Wet then SWP Decaffeinated, Caturra, Bourbon, Typica, Modern Hybrids"
Honduras Ruta del Cafe SWP Decaf,https://www.sweetmarias.com/honduras-ruta-del-cafe-swp-decaf-6989.html,"Toffee in aroma with some roast bittering, a caramel note, cinnamon infused cocoa powder, dark chocolate truffle and acidic impression that reminded me of dark tea. Clean decaf cup flavors! City to Full City.",Water Decaffeinated,"Caturra, Typica, Modern Hybrids","Honduras Ruta del Cafe SWP Decaf, Toffee in aroma with some roast bittering, a caramel note, cinnamon infused cocoa powder, dark chocolate truffle and acidic impression that reminded me of dark tea. Clean decaf cup flavors! City to Full City., Water Decaffeinated, Caturra, Typica, Modern Hybrids","Toffee in aroma with some roast bittering, a caramel note, cinnamon infused cocoa powder, dark chocolate truffle and acidic impression that reminded me of dark tea. Clean decaf cup flavors! City to Full City., Water Decaffeinated, Caturra, Typica, Modern Hybrids"
Sumatra Aceh Farmers SWP Decaf,https://www.sweetmarias.com/sumatra-aceh-farmers-swp-decaf-6702.html,"Chocolate flavors take on the shape of baking cocoa, semi-sweet chips, carob, along with notes of rice syrup, rye grain and cedar wood. City+ to Full City+. Good for espresso.",Water Decaffeinated,Modern Hybrids,"Sumatra Aceh Farmers SWP Decaf, Chocolate flavors take on the shape of baking cocoa, semi-sweet chips, carob, along with notes of rice syrup, rye grain and cedar wood. City+ to Full City+. Good for espresso., Water Decaffeinated, Modern Hybrids","Chocolate flavors take on the shape of baking cocoa, semi-sweet chips, carob, along with notes of rice syrup, rye grain and cedar wood. City+ to Full City+. Good for espresso., Water Decaffeinated, Modern Hybrids"
Sweet Maria's Moka Java SWP Decaf,https://www.sweetmarias.com/sweet-marias-moka-java-swp-decaf-6811.html,"A successful Moka Java custom decaf! Butter caramel sweetness meshes with fruited hints like spiced apple and banana, cinnamon and sugar, interesting black pepper note, and considerable roast bittering in dark roasts. Mild acidity and substantial body. City to Full City. Good espresso.",Water Decaffeinated,"Heirloom, Modern Hybrids","Sweet Maria's Moka Java SWP Decaf, A successful Moka Java custom decaf! Butter caramel sweetness meshes with fruited hints like spiced apple and banana, cinnamon and sugar, interesting black pepper note, and considerable roast bittering in dark roasts. Mild acidity and substantial body. City to Full City. Good espresso., Water Decaffeinated, Heirloom, Modern Hybrids","A successful Moka Java custom decaf! Butter caramel sweetness meshes with fruited hints like spiced apple and banana, cinnamon and sugar, interesting black pepper note, and considerable roast bittering in dark roasts. Mild acidity and substantial body. City to Full City. Good espresso., Water Decaffeinated, Heirloom, Modern Hybrids"
Timor Organic SWP Letefoho Decaf,https://www.sweetmarias.com/timor-organic-swp-letefoho-decaf-6727.html,"The perfect decaf for espresso! It's so viscous and chocolatey bittersweet, cinnamon-spiced cocoa, baking chocolate, roasted cacao nibs and more. An ideal base for decaf milk drinks too. Full City to Full City+. Good for espresso.",Wet Washed,"Typica, Modern Hybrids","Timor Organic SWP Letefoho Decaf, The perfect decaf for espresso! It's so viscous and chocolatey bittersweet, cinnamon-spiced cocoa, baking chocolate, roasted cacao nibs and more. An ideal base for decaf milk drinks too. Full City to Full City+. Good for espresso., Wet Washed, Typica, Modern Hybrids","The perfect decaf for espresso! It's so viscous and chocolatey bittersweet, cinnamon-spiced cocoa, baking chocolate, roasted cacao nibs and more. An ideal base for decaf milk drinks too. Full City to Full City+. Good for espresso., Wet Washed, Typica, Modern Hybrids"
Sumatra Aged 5 Years Nusantara,https://www.sweetmarias.com/sumatra-aged-5-years-nusantara-6651.html,"*Limited to 2 lbs per customer - Aged Sumatra coffee is so intense: syrupy sweetness, notes of fresh herb, aromatic woody, cherry, leather, black pepper, cacao...it's all there, and more. Extra long, earthy finish. City+ to Full City+.",,Modern Hybrids,"Sumatra Aged 5 Years Nusantara, *Limited to 2 lbs per customer - Aged Sumatra coffee is so intense: syrupy sweetness, notes of fresh herb, aromatic woody, cherry, leather, black pepper, cacao...it's all there, and more. Extra long, earthy finish. City+ to Full City+., , Modern Hybrids","*Limited to 2 lbs per customer - Aged Sumatra coffee is so intense: syrupy sweetness, notes of fresh herb, aromatic woody, cherry, leather, black pepper, cacao...it's all there, and more. Extra long, earthy finish. City+ to Full City+., , Modern Hybrids"
Flores Golewa Sobo,https://www.sweetmarias.com/flores-golewa-sobo-6770.html,"Bittersweetness provides the centerpiece in the cup, like semi-sweet cocoa powder, with simple brown sugar, a hint of spice, soft acidity, and sweet potato pie note. City+ to Full City.",Wet Washed,"Typica, Modern Hybrids","Flores Golewa Sobo, Bittersweetness provides the centerpiece in the cup, like semi-sweet cocoa powder, with simple brown sugar, a hint of spice, soft acidity, and sweet potato pie note. City+ to Full City., Wet Washed, Typica, Modern Hybrids","Bittersweetness provides the centerpiece in the cup, like semi-sweet cocoa powder, with simple brown sugar, a hint of spice, soft acidity, and sweet potato pie note. City+ to Full City., Wet Washed, Typica, Modern Hybrids"
Flores Gunung Waja Mala,https://www.sweetmarias.com/flores-gunung-waja-mala-6769.html,"Waja Mala has a bran muffin aspect in aroma, with flavors of turbinado sugar, walnut, cinnamon stick, a subtle earth tone, and the bittersweetness of flourless chocolate torte. City to Full City.",Wet Washed,"Typica, Modern Hybrids","Flores Gunung Waja Mala, Waja Mala has a bran muffin aspect in aroma, with flavors of turbinado sugar, walnut, cinnamon stick, a subtle earth tone, and the bittersweetness of flourless chocolate torte. City to Full City., Wet Washed, Typica, Modern Hybrids","Waja Mala has a bran muffin aspect in aroma, with flavors of turbinado sugar, walnut, cinnamon stick, a subtle earth tone, and the bittersweetness of flourless chocolate torte. City to Full City., Wet Washed, Typica, Modern Hybrids"
Flores Tangkul Village,https://www.sweetmarias.com/flores-tangkul-village-6771.html,"Balanced sweetness, milky body, notes of brownie batter, earth-toned cacao, dark tobacco leaf, and a finish that's spiced with an aromatic peppercorn note. City+ to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Flores Tangkul Village, Balanced sweetness, milky body, notes of brownie batter, earth-toned cacao, dark tobacco leaf, and a finish that's spiced with an aromatic peppercorn note. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids","Balanced sweetness, milky body, notes of brownie batter, earth-toned cacao, dark tobacco leaf, and a finish that's spiced with an aromatic peppercorn note. City+ to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
